pathway_id	pathway_name	genes
R-HSA-2871796	FCERI mediated MAPK activation	A0A075B6P5,A0A075B6S6,A0A0C4DH25,A0A0C4DH73,A0M8Q6,A2KUC3,A2NJV5,A2NXD2,O14733,O43561-2,O75791,P01100,P01111,P01112,P01116-1,P01116-2,P01593,P01594,P01597,P01599,P01601,P01602,P01611,P01614,P01615,P01619,P01624,P01699,P01700,P01701,P01703,P01704,P01705,P01706,P01709,P01714,P01715,P01717,P01718,P01721,P01742,P01743,P01762,P01763,P01764,P01766,P01767,P01768,P01772,P01780,P01782,P01814,P01817,P01824,P01825,P01834,P01854,P04211,P04430,P04432,P04433,P05412,P06310,P06312,P06315,P06331,P07948,P0CF74,P0CG04,P0DOY2,P0DOY3,P12319,P15498,P16885,P19174,P23083,P27361,P28482,P29353-2,P30273,P43405,P45983,P45984,P45985,P52735,P53779,P62993-1,P63000,P80748,Q01362,Q07889,Q13094,Q13153,Q13153,Q13177,Q13177,Q13233,Q13233,Q5NV61,Q5NV62,Q5NV64,Q5NV65,Q5NV66,Q5NV67,Q5NV68,Q5NV69,Q5NV75,Q5NV79,Q5NV80,Q5NV81,Q5NV82,Q5NV83,Q5NV84,Q5NV85,Q5NV86,Q5NV87,Q5NV89,Q5NV90,Q5NV91,Q5NV92,Q6PIL0,Q9UKW4
R-HSA-2871809	FCERI mediated Ca+2 mobilization	A0A075B6P5,A0A075B6P5,A0A075B6S6,A0A075B6S6,A0A0C4DH25,A0A0C4DH25,A0A0C4DH73,A0A0C4DH73,A0M8Q6,A0M8Q6,A2KUC3,A2KUC3,A2NJV5,A2NJV5,A2NXD2,A2NXD2,O43561-2,O43561-2,O43865,O75791,O75791,O95644,P01593,P01593,P01594,P01594,P01597,P01597,P01599,P01599,P01601,P01601,P01602,P01602,P01611,P01611,P01614,P01614,P01615,P01615,P01619,P01619,P01624,P01624,P01699,P01699,P01700,P01700,P01701,P01701,P01703,P01703,P01704,P01704,P01705,P01705,P01706,P01706,P01709,P01709,P01714,P01714,P01715,P01715,P01717,P01717,P01718,P01718,P01721,P01721,P01742,P01742,P01743,P01743,P01762,P01762,P01763,P01763,P01764,P01764,P01766,P01766,P01767,P01767,P01768,P01768,P01772,P01772,P01780,P01780,P01782,P01782,P01814,P01814,P01817,P01817,P01824,P01824,P01825,P01825,P01834,P01834,P01854,P01854,P04211,P04211,P04430,P04430,P04432,P04432,P04433,P04433,P06310,P06310,P06312,P06312,P06315,P06315,P06331,P06331,P07948,P07948,P0CF74,P0CF74,P0CG04,P0CG04,P0DOY2,P0DOY2,P0DOY3,P0DOY3,P0DP23,P0DP23,P12319,P12319,P15498,P15498,P16298,P16885,P16885,P19174,P19174,P23083,P23083,P29353-2,P29353-2,P30273,P30273,P42680,P42680,P42681,P42681,P43405,P43405,P52735,P52735,P62993-1,P62993-1,P63098,P80748,P80748,Q01362,Q01362,Q06187,Q06187,Q07889,Q07889,Q08209,Q08881,Q08881,Q12968,Q13094,Q13094,Q13469,Q14571,Q14573,Q14643,Q5NV61,Q5NV61,Q5NV62,Q5NV62,Q5NV64,Q5NV64,Q5NV65,Q5NV65,Q5NV66,Q5NV66,Q5NV67,Q5NV67,Q5NV68,Q5NV68,Q5NV69,Q5NV69,Q5NV75,Q5NV75,Q5NV79,Q5NV79,Q5NV80,Q5NV80,Q5NV81,Q5NV81,Q5NV82,Q5NV82,Q5NV83,Q5NV83,Q5NV84,Q5NV84,Q5NV85,Q5NV85,Q5NV86,Q5NV86,Q5NV87,Q5NV87,Q5NV89,Q5NV89,Q5NV90,Q5NV90,Q5NV91,Q5NV91,Q5NV92,Q5NV92,Q6PIL0,Q6PIL0,Q9UKW4,Q9UKW4
R-HSA-2871837	FCERI mediated NF-kB activation	A0A075B6P5,A0A075B6S6,A0A0C4DH25,A0A0C4DH73,A0M8Q6,A2KUC3,A2NJV5,A2NXD2,O00231,O00232,O00487,O14818,O14920,O15111,O15530,O43242,O43318,O95267,O95999,O95999,P01593,P01594,P01597,P01599,P01601,P01602,P01611,P01614,P01615,P01619,P01624,P01699,P01700,P01701,P01703,P01704,P01705,P01706,P01709,P01714,P01715,P01717,P01718,P01721,P01742,P01743,P01762,P01763,P01764,P01766,P01767,P01768,P01772,P01780,P01782,P01814,P01817,P01824,P01825,P01834,P01854,P04211,P04430,P04432,P04433,P06310,P06312,P06315,P06331,P07948,P0CF74,P0CG04,P0CG47,P0CG48,P0DOY2,P0DOY3,P12319,P17980,P19838,P20618,P23083,P25786,P25787,P25788,P25789,P25963,P28066,P28070,P28072,P28074,P30273,P35998,P43686,P48556,P49427,P49720,P49721,P51665,P51668,P60896,P60900,P61088,P62191,P62195,P62333,P62837,P62979,P62987,P63208,P80748,Q01362,Q04206,Q04759,Q04759,Q13200,Q13404,Q13616,Q15008,Q15750,Q16186,Q5NV61,Q5NV62,Q5NV64,Q5NV65,Q5NV66,Q5NV67,Q5NV68,Q5NV69,Q5NV75,Q5NV79,Q5NV80,Q5NV81,Q5NV82,Q5NV83,Q5NV84,Q5NV85,Q5NV86,Q5NV87,Q5NV89,Q5NV90,Q5NV91,Q5NV92,Q6PIL0,Q7LDG7,Q8N5C8,Q8TDF6,Q99436,Q99460,Q9BXL7,Q9BXL7,Q9NYJ8,Q9UDY8,Q9UDY8,Q9UKB1,Q9UNM6,Q9Y297,Q9Y4K3,Q9Y6K9
R-HSA-5690714	CD22 mediated BCR regulation	A0A075B6P5,A0A075B6S6,A0A0C4DH25,A0A0C4DH73,A0M8Q6,A2KUC3,A2NJV5,A2NXD2,P01593,P01594,P01597,P01599,P01601,P01602,P01611,P01614,P01615,P01619,P01624,P01699,P01700,P01701,P01703,P01704,P01705,P01706,P01709,P01714,P01715,P01717,P01718,P01721,P01742,P01743,P01762,P01763,P01764,P01766,P01767,P01768,P01772,P01780,P01782,P01814,P01817,P01824,P01825,P01834,P01871,P01880,P04211,P04430,P04432,P04433,P06310,P06312,P06315,P06331,P07948,P0CF74,P0CG04,P0DOY2,P0DOY3,P11912,P20273,P23083,P29350,P40259,P80748,Q6PIL0
R-HSA-9664323	FCGR3A-mediated IL10 synthesis	A0A075B6P5,A0A075B6P5,A0A075B6S6,A0A075B6S6,A0A0C4DH25,A0A0C4DH25,A0A0C4DH73,A0A0C4DH73,A0M8Q6,A0M8Q6,A2KUC3,A2KUC3,A2NJV5,A2NJV5,A2NXD2,A2NXD2,O43306,O43865,O60266,O60503,O95622,P01593,P01593,P01594,P01594,P01597,P01597,P01599,P01599,P01601,P01601,P01602,P01602,P01611,P01611,P01614,P01614,P01615,P01615,P01619,P01619,P01624,P01624,P01699,P01699,P01700,P01700,P01701,P01701,P01703,P01703,P01704,P01704,P01705,P01705,P01706,P01706,P01709,P01709,P01714,P01714,P01715,P01715,P01717,P01717,P01718,P01718,P01721,P01721,P01742,P01742,P01743,P01743,P01762,P01762,P01763,P01763,P01764,P01764,P01766,P01766,P01767,P01767,P01768,P01768,P01772,P01772,P01780,P01780,P01782,P01782,P01814,P01814,P01817,P01817,P01824,P01824,P01825,P01825,P01834,P01834,P01857,P01857,P01859,P01859,P01860,P01860,P01861,P01861,P04211,P04211,P04430,P04430,P04432,P04432,P04433,P04433,P06241,P06310,P06310,P06312,P06312,P06315,P06315,P06331,P06331,P07947,P07948,P08631,P08637,P09693,P09769,P0CF74,P0CF74,P0CG04,P0CG04,P0DOY2,P0DOY2,P0DOY3,P0DOY3,P0DP23,P0DP23,P10644,P12314,P12318,P12931-1,P13861,P16220-1,P16220-1,P16885,P17612,P17612,P19174,P20963-1,P22301,P22612,P22612,P22694,P22694,P23083,P23083,P31321,P31323,P40145,P43405,P51817,P51828,P80748,P80748,Q08462,Q08828,Q14571,Q14573,Q14643,Q4QD44,Q4QD44,Q5NV61,Q5NV61,Q5NV62,Q5NV62,Q5NV64,Q5NV64,Q5NV65,Q5NV65,Q5NV66,Q5NV66,Q5NV67,Q5NV67,Q5NV68,Q5NV68,Q5NV69,Q5NV69,Q5NV75,Q5NV75,Q5NV79,Q5NV79,Q5NV80,Q5NV80,Q5NV81,Q5NV81,Q5NV82,Q5NV82,Q5NV83,Q5NV83,Q5NV84,Q5NV84,Q5NV85,Q5NV85,Q5NV86,Q5NV86,Q5NV87,Q5NV87,Q5NV89,Q5NV89,Q5NV90,Q5NV90,Q5NV91,Q5NV91,Q5NV92,Q5NV92,Q6PIL0,Q6PIL0,Q8NFM4
R-HSA-9664422	FCGR3A-mediated phagocytosis	A0A075B6P5,A0A075B6P5,A0A075B6S6,A0A075B6S6,A0A0C4DH25,A0A0C4DH25,A0A0C4DH73,A0A0C4DH73,A0M8Q6,A0M8Q6,A2KUC3,A2KUC3,A2NJV5,A2NJV5,A2NXD2,A2NXD2,A6NGB9,A6NGB9,O00159,O00401,O00401,O15143,O15143,O15144,O15144,O15145,O15145,O15511,O15511,O43516,O43516,P00519,P01593,P01593,P01594,P01594,P01597,P01597,P01599,P01599,P01601,P01601,P01602,P01602,P01611,P01611,P01614,P01614,P01615,P01615,P01619,P01619,P01624,P01624,P01699,P01699,P01700,P01700,P01701,P01701,P01703,P01703,P01704,P01704,P01705,P01705,P01706,P01706,P01709,P01709,P01714,P01714,P01715,P01715,P01717,P01717,P01718,P01718,P01721,P01721,P01742,P01742,P01743,P01743,P01762,P01762,P01763,P01763,P01764,P01764,P01766,P01766,P01767,P01767,P01768,P01768,P01772,P01772,P01780,P01780,P01782,P01782,P01814,P01814,P01817,P01817,P01824,P01824,P01825,P01825,P01834,P01834,P01857,P01857,P01859,P01859,P01860,P01860,P01861,P01861,P04211,P04211,P04430,P04430,P04432,P04432,P04433,P04433,P06241,P06310,P06310,P06312,P06312,P06315,P06315,P06331,P06331,P07947,P07948,P08631,P08637,P09693,P09769,P0CF74,P0CF74,P0CG04,P0CG04,P0DOY2,P0DOY2,P0DOY3,P0DOY3,P12931-1,P15498,P15498,P16333,P16333,P20963-1,P23083,P23083,P27361,P28482,P35579,P42768,P42768,P43405,P46108,P52735,P52735,P55160,P55160,P59998,P59998,P60709,P60709,P60953,P60953,P61158,P61158,P61160,P61160,P62993-1,P62993-1,P63000,P63000,P63261,P63261,P80748,P80748,Q05397,Q06187,Q13459,Q14185,Q4QD44,Q4QD44,Q5NV61,Q5NV61,Q5NV62,Q5NV62,Q5NV64,Q5NV64,Q5NV65,Q5NV65,Q5NV66,Q5NV66,Q5NV67,Q5NV67,Q5NV68,Q5NV68,Q5NV69,Q5NV69,Q5NV75,Q5NV75,Q5NV79,Q5NV79,Q5NV80,Q5NV80,Q5NV81,Q5NV81,Q5NV82,Q5NV82,Q5NV83,Q5NV83,Q5NV84,Q5NV84,Q5NV85,Q5NV85,Q5NV86,Q5NV86,Q5NV87,Q5NV87,Q5NV89,Q5NV89,Q5NV90,Q5NV90,Q5NV91,Q5NV91,Q5NV92,Q5NV92,Q6PIL0,Q6PIL0,Q7L576,Q7L576,Q8IZP0,Q8IZP0,Q8TF74,Q8TF74,Q8WUW1,Q8WUW1,Q92556,Q92558,Q92558,Q92747,Q92747,Q96F07,Q96F07,Q96JJ3,Q9HD67,Q9NYB9,Q9NYB9,Q9NZQ3,Q9NZQ3,Q9UKW4,Q9UKW4,Q9UKX2,Q9UPY6,Q9UPY6,Q9UQB8,Q9UQB8,Q9Y2A7,Q9Y2A7,Q9Y4I1,Q9Y6W5,Q9Y6W5
R-HSA-9679191	Potential therapeutics for SARS	A0A075B6P5,A0A075B6S6,A0A0C4DH25,A0A0C4DH73,A0M8Q6,A2KUC3,A2NJV5,A2NXD2,O00168,O00422,O60341,O60674,O60885,O75116,O75446,O94776,O94973,O95782,O95983,P01593,P01594,P01597,P01599,P01601,P01602,P01611,P01614,P01615,P01619,P01624,P01699,P01700,P01701,P01703,P01704,P01705,P01706,P01709,P01714,P01715,P01717,P01718,P01721,P01742,P01743,P01762,P01763,P01764,P01766,P01767,P01768,P01772,P01780,P01782,P01814,P01817,P01824,P01825,P01834,P01871,P01880,P04150,P04211,P04430,P04432,P04433,P05023,P05026,P05556,P06310,P06312,P06315,P06331,P07437,P07900,P08238,P08887,P09958,P0CF74,P0CG04,P0DOY2,P0DOY3,P11912,P12268,P13612,P13637,P14415,P14778,P15260,P15498,P15692-4,P16333,P16885,P17181,P20839,P21453,P21964,P23083,P23458,P29374,P29597,P38484,P40259,P43405,P48551-2,P49354,P49356,P50993,P52333,P52630,P53680,P54709,P54710,P58549,P59646,P62877,P62942,P62993-1,P63010,P80748,Q02790,Q06187,Q07889,Q09028,Q12873,Q13127,Q13330,Q13464,Q13546,Q13547,Q13618,Q13733,Q14145,Q14802,Q14839,Q15116,Q15185,Q16236,Q16576,Q4LE39,Q6PIL0,Q86YP4,Q8JXU8,Q8WV28,Q8WXI9,Q92769,Q96B97,Q96BD5,Q96CW1,Q96SW2,Q99720,Q9BTC8,Q9BYF1,Q9H0Q3,Q9H171,Q9H7L9,Q9HAJ7,Q9HCU9,Q9NR96,Q9NYK1,Q9P0W2,Q9UHD2,Q9UKL0,Q9Y271
R-HSA-977606	Regulation of Complement cascade	A0A075B6P5,A0A075B6S6,A0A0C4DH25,A0A0C4DH73,A0M8Q6,A2KUC3,A2NJV5,A2NXD2,P00734,P00736,P00751,P01024,P01031,P01593,P01594,P01597,P01599,P01601,P01602,P01611,P01614,P01615,P01619,P01624,P01699,P01700,P01701,P01703,P01704,P01705,P01706,P01709,P01714,P01715,P01717,P01718,P01721,P01742,P01743,P01762,P01763,P01764,P01766,P01767,P01768,P01772,P01780,P01782,P01814,P01817,P01824,P01825,P01834,P01857,P01859,P01860,P01861,P02745,P02746,P02747,P02748,P04003,P04004,P04211,P04430,P04432,P04433,P05155,P05156,P06310,P06312,P06315,P06331,P06681,P07225,P07357,P07358,P07360,P08174,P08246,P08603,P09871,P0C0L4,P0C0L5,P0CF74,P0CG04,P0DOY2,P0DOY3,P10643,P10909,P13671,P13987,P15169,P15391,P15529,P17927,P20023,P20851,P21730,P22792,P23083,P27918,P36980,P60033,P80748,Q02985,Q03591,Q16581,Q5NV61,Q5NV62,Q5NV64,Q5NV65,Q5NV66,Q5NV67,Q5NV68,Q5NV69,Q5NV75,Q5NV79,Q5NV80,Q5NV81,Q5NV82,Q5NV83,Q5NV84,Q5NV85,Q5NV86,Q5NV87,Q5NV89,Q5NV90,Q5NV91,Q5NV92,Q6PIL0,Q92496,Q96IY4,Q9BXR6,Q9P296
R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	A0A075B6P5,A0A075B6P5,A0A075B6S6,A0A075B6S6,A0A0C4DH25,A0A0C4DH25,A0A0C4DH73,A0A0C4DH73,A0M8Q6,A0M8Q6,A2KUC3,A2KUC3,A2NJV5,A2NJV5,A2NXD2,A2NXD2,O00329,O00329,O43865,P01593,P01593,P01594,P01594,P01597,P01597,P01599,P01599,P01601,P01601,P01602,P01602,P01611,P01611,P01614,P01614,P01615,P01615,P01619,P01619,P01624,P01624,P01699,P01699,P01700,P01700,P01701,P01701,P01703,P01703,P01704,P01704,P01705,P01705,P01706,P01706,P01709,P01709,P01714,P01714,P01715,P01715,P01717,P01717,P01718,P01718,P01721,P01721,P01742,P01742,P01743,P01743,P01762,P01762,P01763,P01763,P01764,P01764,P01766,P01766,P01767,P01767,P01768,P01768,P01772,P01772,P01780,P01780,P01782,P01782,P01814,P01814,P01817,P01817,P01824,P01824,P01825,P01825,P01834,P01834,P01871,P01871,P01880,P01880,P04211,P04211,P04430,P04430,P04432,P04432,P04433,P04433,P06241,P06310,P06310,P06312,P06312,P06315,P06315,P06331,P06331,P07948,P0CF74,P0CF74,P0CG04,P0CG04,P0DOY2,P0DOY2,P0DOY3,P0DOY3,P0DP23,P11912,P11912,P15391,P15391,P15498,P15498,P16333,P16333,P16885,P16885,P20273,P20273,P23083,P23083,P27986,P27986,P29350,P29350,P40259,P40259,P43405,P43405,P48995,P51451,P62993-1,P62993-1,P80748,P80748,Q06187,Q06187,Q07889,Q07889,Q13586,Q13586,Q14571,Q14571,Q14573,Q14573,Q14643,Q14643,Q6PIL0,Q6PIL0,Q6ZUJ8,Q6ZUJ8,Q8WV28,Q8WV28,Q96B97,Q96B97,Q96D31,Q96SN7,Q9UN19
R-HSA-9013106	RHOC GTPase cycle	A0A096LP49,A7KAX9,O14578-3,O14578,O15013,O15068,O15085,O60610,O60890,O75116,O75955,O94804,O95292,P02786,P08134,P10911,P11274,P14923,P27105,P27986,P28288,P42167,P43121,P46940,P49257,P52565,P52735,P61586,Q03135,Q07021,Q07960,Q12774,Q12802,Q12979,Q13017,Q13190,Q13459,Q13464,Q14254,Q14739,Q15836,Q16512,Q16513,Q5T5U3,Q5T8D3,Q6NZI2,Q6P5Z2,Q86VI3,Q86VW2,Q8IVF7,Q8N1W1,Q8N392,Q8N5G2,Q8TAA9,Q8TCU6,Q8TER5,Q8WUY9,Q92888,Q96PE2,Q96PY5,Q96QB1,Q96RT1,Q9BST9,Q9C0H5,Q9H0H5,Q9H2G2,Q9HCE6,Q9NQW6,Q9NRY4,Q9NSV4,Q9NZN5,Q9UDY2,Q9UNA1,Q9Y3M8,Q9Y4D1
R-HSA-202424	Downstream TCR signaling	A0A0A6YYK7,O00231,O00232,O00459,O00487,O14818,O14920,O15111,O15530,O43242,O43318,O43353,O95999,P01730,P01733,P01737,P01848,P01850,P01903,P01906,P01909,P01911,P01920,P04234,P04435,P04437,P04440,P05538,P06239,P07766,P09693,P0CG47,P0CG48,P13762,P17980,P19838,P20036,P20618,P20963-1,P25786,P25787,P25788,P25789,P25963,P27986,P28066,P28070,P28072,P28074,P35998,P42336,P42338,P43686,P48556,P49427,P49720,P49721,P51665,P51668,P60484,P60896,P60900,P61088,P62191,P62195,P62333,P62837,P62979,P62987,P63208,P79483,Q04206,Q04759,Q13200,Q13404,Q13616,Q15008,Q16186,Q30154,Q6PIZ9,Q92835,Q99436,Q99460,Q9BXL7,Q9NYJ8,Q9UDY8,Q9UKB1,Q9UNM6,Q9Y297,Q9Y4K3,Q9Y6K9
R-HSA-202427	Phosphorylation of CD3 and TCR zeta chains	A0A0A6YYK7,P01730,P01733,P01737,P01848,P01850,P01903,P01906,P01909,P01911,P01920,P04234,P04435,P04437,P04440,P05538,P06239,P07766,P08575,P09693,P13762,P20036,P20963-1,P41240,P79483,Q12913,Q30154,Q9NWQ8,Q9Y2R2
R-HSA-202430	Translocation of ZAP-70 to Immunological synapse	A0A0A6YYK7,P01730,P01733,P01737,P01848,P01850,P01903,P01906,P01909,P01911,P01920,P04234,P04435,P04437,P04440,P05538,P06239,P07766,P09693,P13762,P20036,P20963-1,P43403,P79483,Q30154,Q9Y2R2
R-HSA-202433	Generation of second messenger molecules	A0A0A6YYK7,O15117,O15117,O43561,O75791,O75914,P01730,P01733,P01737,P01848,P01850,P01903,P01906,P01909,P01911,P01920,P04234,P04435,P04437,P04440,P05538,P06239,P07766,P09693,P13762,P16333,P16885,P19174,P20036,P20963-1,P42768,P43403,P50552,P79483,Q08881,Q13094,Q13094,Q13153,Q13177,Q30154,Q8N8S7,Q93033,Q9UI08
R-HSA-389948	Co-inhibition by PD-1	A0A0A6YYK7,P01730,P01733,P01737,P01848,P01850,P01903,P01906,P01909,P01911,P01920,P04234,P04435,P04437,P04440,P05538,P06239,P07766,P09693,P13762,P20036,P20963-1,P29350,P41240,P79483,Q06124,Q15116,Q30154,Q9BQ51,Q9NZQ7
R-HSA-6809371	Formation of the cornified envelope	A0A183,O14633,O43548,O43790,O60259,O60437,O76009,O76011,O76013,O76014,O76015,O95678,P01040,P02533,P02538,P04259,P04264,P04632,P05783,P05787,P07384,P07476,P08217,P08727,P08729,P08779,P09958,P12035,P13645,P13646,P13647,P14923,P15924,P19012,P19013,P19957,P20930,P22528,P22531,P22532,P22735,P23490,P29122,P31944,P32926,P35321,P35325,P35326,P35527,P35900,P35908,P48668,P78385,P78386,Q01546,Q02413,Q02487,Q04695,Q07283,Q08554,Q13835,Q14126,Q14525,Q14532,Q14533,Q14574,Q14CN4,Q15323,Q15517,Q16651,Q2M2I5,Q3SY84,Q5DT21,Q5T5A8,Q5T5B0,Q5T751,Q5T752,Q5T753,Q5T754,Q5T7P2,Q5T7P3,Q5T871,Q5TA76,Q5TA77,Q5TA78,Q5TA79,Q5TA81,Q5TA82,Q5TCM9,Q5VXI9,Q5VXJ0,Q5VYY2,Q5W064,Q5XKE5,Q674X7,Q6A162,Q6A163,Q6KB66,Q6UWN8,Q6XPR3,Q7RTS7,Q7Z3Y7,Q7Z3Y8,Q7Z3Y9,Q7Z3Z0,Q7Z794,Q86SJ6,Q86Y46,Q8N1N4,Q92764,Q92817,Q96FX8,Q96RM1,Q99456,Q99569,Q99959,Q9BYE3,Q9BYE4,Q9C075,Q9NQ38,Q9NSB2,Q9NSB4,Q9P0G3,Q9UBC9,Q9UKR0,Q9UKR3,Q9Y337,Q9Y337,Q9Y446,Q9Y5Y6,Q9Y5Y6
R-HSA-9819196	Zygotic genome activation (ZGA)	A0A1W2PPF3,A6NLW8,A8MZ59,B2RXH2,P04637,P0DV77,P0DV77,P46937,Q09472,Q15561,Q17RH7,Q17RH7,Q5TAX3,Q5VYS8,Q7L190,Q7Z7J5,Q8N7U7,Q8N7U7,Q8NAM6,Q92793,Q9UBX2,Q9UBX2
R-HSA-5620924	Intraflagellar transport	A0AVF1,A0AVF1,O14782,O15066,P04350,P0DPH7,P0DPH8,P63167,P68363,P68366,P68371,Q13099,Q13099,Q13509,Q13885,Q15643,Q71U36,Q7Z4L5,Q86WT1,Q86WT1,Q8IY31,Q8IY31,Q8IZS6,Q8N4P2,Q8N4P2,Q8N7M0,Q8NCM8,Q8NEZ3,Q8TCX1,Q8TDR0,Q8TDR0,Q8TF09,Q8WVS4,Q8WW35,Q8WYA0,Q8WYA0,Q92845,Q92973,Q96AJ1,Q96AJ1,Q96EX3,Q96FJ2,Q96FT9,Q96LB3,Q96LB3,Q96RY7,Q9BQE3,Q9BUF5,Q9BVA1,Q9BW83,Q9BW83,Q9H4B7,Q9H7X7,Q9H7X7,Q9HBG6,Q9NP97,Q9NQC8,Q9NQC8,Q9NWB7,Q9NWB7,Q9P2E2,Q9P2H3,Q9P2H3,Q9P2L0,Q9UG01,Q9UG01,Q9Y366,Q9Y366,Q9Y496,Q9Y547,Q9Y547
R-HSA-8866654	E3 ubiquitin ligases ubiquitinate target proteins	A0AVI4,O00623,O60683,O60814,O75150,O75381,O95999,P04439,P06899,P09727,P0CG47,P0CG48,P12004,P23527,P28328,P33778,P49459,P50542-1,P50542-2,P50876,P51668,P51965,P55072,P58876,P61077,P61088,P62807,P62837,P62979,P62987,P63146,P68036,P78527,Q14527,Q149N8,Q15819,Q5VTR2,Q6P1J9,Q6PD62,Q7L523,Q8N2K1-1,Q8N2K1,Q8N7H5,Q8N8N0,Q8WVC0,Q92541,Q92968,Q93079,Q96A08,Q99877,Q99879,Q99880,Q9BQE4,Q9BTA9,Q9BUN8,Q9GZS3,Q9MY60,Q9NS91,Q9P0P0
R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	A0AVK6,O96020,P04637,P20248,P24864,P24941,P38936,P46527,P57723,P78396,Q01094,Q96AV8,Q96PM9,Q99856
R-HSA-8866652	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	A0AVT1,A0AVT1,O00762,P0CG47,P0CG47,P0CG48,P0CG48,P15374,P22314,P45974,P49427,P49459,P51668,P51965,P60604,P61086,P62253,P62256,P62837,P62979,P62979,P62987,P62987,P63146,P68036,Q16763,Q712K3,Q8WVN8,Q93008,Q93009,Q969T4,Q96B02,Q96BN8,Q9H832,Q9NPD8
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	A0AVT1,A6NK59,C9JR72,O00231,O00232,O00487,O00762,O14543,O14818,O14933,O15033,O15524,O43164,O43242,O43255,O60260,O60291,O60662,O94822,O94874,O94941,O94952,O94972,O95198,O95352,O95376,O95714,P0CG47,P0CG48,P17980,P19474,P20618,P22314,P25786,P25787,P25788,P25789,P28066,P28070,P28072,P28074,P29144,P30260,P35998,P40337,P41002,P41226,P43686,P46934,P48556,P49427,P49459,P49720,P49721,P51665,P51668,P51965,P52888,P55786,P57775,P60604,P60896,P60900,P61077,P61081,P61086,P61088,P62191,P62195,P62253,P62256,P62333,P62837,P62877,P62979,P62987,P63146,P63208,P68036,P78317,Q05086,Q05516,Q12834,Q13042,Q13049,Q13191,Q13200,Q13309,Q13404,Q13616,Q13617,Q13618,Q13867,Q14139,Q14145,Q14669,Q14999,Q15008,Q15034,Q15345,Q15369,Q15370,Q15386,Q15751,Q15819,Q16186,Q16763,Q17RB8,Q2Q1W2,Q53GT1,Q5GLZ8,Q5T447,Q5T4S7,Q5U5Q3,Q5U5R9,Q5VTB9,Q5VVX9,Q5XPI4,Q5XUX0,Q5XUX1,Q5XX13,Q63HN8,Q6P050,Q6PCT2,Q6Q0C0,Q6UWE0,Q6X9E4,Q6ZMZ0,Q6ZNA4,Q6ZVZ8,Q712K3,Q7L5Y6,Q7Z3V4,Q7Z419,Q7Z6E9,Q7Z6J0,Q7Z6J8,Q7Z6Z7,Q7Z7E8,Q86V97,Q86WT6,Q86XK2,Q86XS8,Q86XT4,Q86Y13,Q8IUQ4,Q8IVU3,Q8IWV7,Q8IWV8,Q8IYU2,Q8N1E6,Q8N2K1,Q8N3Y1,Q8N461,Q8N6D2,Q8N7E2,Q8NC69,Q8NCQ5,Q8ND25,Q8NEE6,Q8NEZ5,Q8NFY9,Q8NG27,Q8NHG8,Q8NHZ8,Q8NI29,Q8TB52,Q8TBB1,Q8TBC4,Q8TC41,Q8TDB6,Q8TF61,Q8WV44,Q8WVD3,Q8WVN8,Q8WVZ9,Q8WWI1,Q8WWX0,Q8WXH4,Q8WXI3,Q8WXJ9,Q8WXK1,Q8WXK3,Q8WXK4,Q8WY64,Q92990,Q93034,Q969H0,Q969K3,Q969M7,Q969P5,Q969Q1,Q969T4,Q969U6,Q96A44,Q96AX9,Q96B02,Q96BD6,Q96BH1,Q96CD0,Q96DX5,Q96EF6,Q96F44,Q96IG2,Q96J02,Q96KE9,Q96L50,Q96LR5,Q96ME1,Q96MP8,Q96NS5,Q96PM5,Q96PQ7,Q96PU5,Q96Q27,Q99436,Q99460,Q99619,Q9BS18,Q9BSL1,Q9BV68,Q9BWF2,Q9BYM8,Q9C026,Q9C037,Q9C0C9,Q9GZZ9,Q9H0C5,Q9H0H3,Q9H0M0,Q9H1A4,Q9H2C0,Q9H469,Q9H4M3,Q9H4P4,Q9H672,Q9H765,Q9H832,Q9H9P5,Q9HAU4,Q9HCE7,Q9HCM9,Q9NQ86,Q9NRD1,Q9NV58,Q9NVR0,Q9NVW2,Q9NWX5,Q9NXK8,Q9NYG5,Q9P2J3,Q9P2K6,Q9P2N7,Q9P2P5,Q9UBF6,Q9UBS8,Q9UH77,Q9UH90,Q9UHC7,Q9UII4,Q9UIQ6,Q9UJP4,Q9UJT9,Q9UJX2,Q9UJX3,Q9UJX4,Q9UJX5,Q9UJX6,Q9UK22,Q9UK96,Q9UK97,Q9UKA1,Q9UKA2,Q9UKB1,Q9UKT5,Q9UKT6,Q9UKT7,Q9UKT8,Q9ULT8,Q9UM11,Q9UM13,Q9UNE7,Q9UNM6,Q9Y252,Q9Y297,Q9Y2M5,Q9Y2X8,Q9Y385,Q9Y3I1,Q9Y4B6,Q9Y4L5,Q9Y508,Q9Y574,Q9Y575,Q9Y576,Q9Y6I7
R-HSA-9845576	Glycosphingolipid transport	A0FGR8,A0FGR9,P84077,Q13286,Q5TA50,Q96JA3,Q9BSJ8,Q9NZD2
